HotelName,RoomType,DoubleBed,SingleBed,Price
Hilton Melbourne Little Queen Street,Premium King Room,Yes,No,23224
Pullman Melbourne on Swanston,Superior King Room,Yes,No,16310
Melbourne Carlton Central Apartment Hotel,Studio,No,Yes,7914
Grosvenor 3121 Richmond,Standard Apartment,Yes,No,8604
Spencer Street Apartments,Executive One-Bedroom Apartment with Balcony,No,Yes,12941
Quest on William,One-Bedroom Apartment,No,Yes,12087
City Edge North Melbourne Apartment Hotel,Deluxe Twin Studio,Yes,No,7471
Seasons Botanic Gardens,Studio Apartment,No,Yes,10480
Adina Apartment Hotel Melbourne,Studio,No,Yes,13254
Georgian Court B&B Guest House,Double Room,Yes,No,6598
Arrow on Swanston,Deluxe One Bedroom Apartment,No,Yes,6052
Winston Apartments Docklands,Standard Two-Bedroom One Bathroom Apartment with City View,Yes,No,13671
Pegasus Apart-Hotel,Queen Studio,No,Yes,7713
The Sebel Melbourne Malvern,One-Bedroom Apartment,No,Yes,15254
Quest Melbourne Airport,Executive Studio Apartment,No,Yes,14198
Novotel Melbourne On Collins,Standard Queen Room,Yes,No,15993
Space Hotel,Double Room with Shared Bathroom,Yes,No,8920
Mercure Melbourne Therry Street,Standard Queen Studio,Yes,No,7553
Oaks Melbourne Southbank Suites,One-Bedroom Apartment with View,No,Yes,15624
BIG4 Melbourne Holiday Park,Studio,No,Yes,7594
Miami Hotel Melbourne,Double Room,Yes,No,5660
Quest on Dorcas,Executive One-Bedroom Apartment,No,Yes,12140
Brighton Serviced Apartments,One-Bedroom Apartment,No,Yes,8973
Apartments of South Yarra,One-Bedroom Apartment,No,Yes,9462
Quality Apartments Melbourne Central,Studio Loft Apartment,No,Yes,14462
Clarendon Hotel,Deluxe King Room,Yes,No,9395
Quest East Melbourne,Studio,No,Yes,10504
Sofitel Melbourne On Collins,Superior King Room with Bay and River View,Yes,No,24491
The Westin Melbourne,Westin King Room,Yes,No,24016
Essendon Motel,Standard Queen Room,Yes,No,6070
Mantra 100 Exhibition,One-Bedroom Apartment,No,Yes,14937
Quest Preston,Studio,No,Yes,12087
Melbourne Airport Motel,Studio,No,Yes,10293
Oaks Melbourne on Market Hotel,One-Bedroom Premium Apartment,No,Yes,24174
"City Central Location, Parking and 2 Bed Apartment",Two-Bedroom Apartment,No,Yes,6176
Adelphi Hotel,King Room,Yes,No,15299
Clocktower Apartment Hotel,Budget One-Bedroom Apartment,No,Yes,11032
Art Series - The Larwill Studio,Larwill King,Yes,No,11032
Centrepoint Units Heidelberg,One-Bedroom Apartment,No,Yes,12615
Brady Apartment Hotel Flinders Street,Studio Apartment,No,Yes,14198
The Motley Hotel,Classic King,Yes,No,11876
Quest St Kilda Bayside,One-Bedroom Apartment,No,Yes,10451
Avani Melbourne Central Residences,One-Bedroom Suite,Yes,No,13143
Cozy & Luxury Apt in heart of CBD 2B2B+1 Car Space,Two-Bedroom Apartment,No,Yes,10530
Batman's Hill on Collins,Standard Twin Room,Yes,No,7802
Melbourne Marriott Hotel,"Premier Double Room, Guest room, 2 Double",Yes,No,20004
Nesuto Docklands,Premium Apartment,No,Yes,10992
RNR Serviced Apartments North Melbourne,Accessible One Bedroom Apartment,No,Yes,9670
Platinum City Serviced Apartments,One-Bedroom Apartment,No,Yes,7483
Apartments on Chapman,Studio,No,Yes,8445
Le Méridien Melbourne,Deluxe King Room,Yes,No,16838
Studio Apartment in Melbourne CBD,One-Bedroom Apartment,No,Yes,5972
Sakura Serviced Apartments,Standard Apartment,Yes,No,12861
Stylish Bright CBD 2B2B,Apartment,No,Yes,14568
lyf Collingwood Melbourne,One of a Kind,No,Yes,10820
Best Western Queen Victoria Market Hotel,Executive Queen Room ,No,Yes,7178
District South Yarra,One-Bedroom Apartment,No,Yes,12298
"Hotel Indigo Melbourne on Flinders, an IHG Hotel",Standard Room,Yes,No,14679
Quest Moonee Valley,Studio Apartment,No,Yes,14198
Maruve Guesthouse 12 min from Melb airport,Double Room with Private Bathroom,Yes,No,4750
Quay West Suites Melbourne,Studio with King or Twin Beds and Kitchenette Floors 4 - 15,Yes,No,18474
SoYa Apartment Hotel,Standard One-Bedroom Apartment,Yes,No,10715
Tyrian Serviced Apartments Fitzroy,One-Bedroom Apartment,No,Yes,12354
Peppers Docklands,Peppers Queen,No,Yes,12140
Parkville place,Three-Bedroom Apartment,No,Yes,17458
Citadines on Bourke Melbourne,Deluxe Studio Apartment,No,Yes,15729
Oaks Melbourne on Collins Hotel,Executive Studio,No,Yes,13301
Quest Jolimont,Executive One-Bedroom Apartment,No,Yes,13987
1 BEDROOM STUNNING VIEW APARTMENT,One-Bedroom Apartment,No,Yes,12826
CentralCharm 2Bdr apt with Free Parking (TF151122),Two-Bedroom Apartment,No,Yes,11829
381 Cremorne,One-Bedroom Apartment with View,No,Yes,13459
Punthill Apartment Hotel - Manhattan,One Bedroom Apartment - Stair Access,No,Yes,13407
Melbourne City Apartment Hotel,Queen Studio,No,Yes,9349
Gorgeous 1B Docklands apt/Amazing view facility#2,One-Bedroom Apartment,No,Yes,6862
Oaks Melbourne on Lonsdale Suites,One-Bedroom Apartment,No,Yes,16204
College Lawn Hotel,Budget Double Room,Yes,No,4223
Private room short walk to Austin Hospital,Double Room with Private Bathroom,Yes,No,6176
Coburg Motor Inn,Double Room,Yes,No,6070
Veriu Queen Victoria Market,Comfy King - Accessible,Yes,No,16890
Quest Flemington Central,Studio Apartment,No,Yes,9207
Hotel Sophia,Economy Double Room with Shared Bathroom,Yes,No,6809
The View for Kings & Queens of Melbourne CBD,Penthouse Apartment,No,Yes,6603
Comfort Hotel Melbourne Central, one-bedroom apartment (QUEEN),No,Yes,9477
Punthill Apartment Hotel - Flinders Lane,Studio Apartment,No,Yes,9765
W Melbourne,"Cozy (35sqm), Guest room, 1 King",Yes,No,20321
Sixty Two On Grey Serviced Apartments,Studio,No,Yes,7865
Liberty One,One-Bedroom Apartment,No,Yes,11020
Corporate Living Accommodation Abbotsford,One-Bedroom Apartment,No,Yes,13723
The Nunnery Accommodation,Budget Twin Room with Shared Bathroom,Yes,No,6598
Next Hotel Melbourne,One-Bedroom Suite,Yes,No,29785
Jasper Boutique Hotel,Deluxe King Room,Yes,No,7977
Luxury Apartment in Melbourne,Two-Bedroom Apartment,No,Yes,9406
Comfort Hotel East Melbourne,Superior King Suite,Yes,No,7865
Lovely 1 Bedroom apartment close Crown?TI17042201?,One-Bedroom Apartment,No,Yes,9928
Anchorage Apartments Hampton,One-Bedroom Apartment,No,Yes,23699
Samma - Linden Apartments in Ivanhoe,Two-Bedroom Apartment,No,Yes,10831
New Apt with high speed 250 Mbps Wifi and free parking in the heart of South Yarra,Two-Bedroom Apartment,No,Yes,13301
City Park Hotel,Standard Double Room,Yes,No,6979
The Hamptons Apartments - St Kilda,One-Bedroom Apartment,No,Yes,14198
Comfort Inn Greensborough,Standard Queen Room,Yes,No,7337
Hotel 115,Deluxe Queen Room,No,Yes,11638
Camberwell Serviced Apartments,Deluxe Studio,No,Yes,11559
Queensview168 Apartments Moonee Ponds,Two-Bedroom Apartment,No,Yes,9530
Best Western Mahoneys Motor Inn,Budget Queen Room,No,Yes,8181
The Eminence Apartments by CLLIX,One-Bedroom Apartment,No,Yes,14204
Meadow Inn Hotel-Motel,Studio with King Bed and Single Bed,Yes,No,7231
Apartment In Melbourne with City Views,Apartment,No,Yes,7390
Fawkner Executive Suites & Serviced Apartments,Executive One-Bedroom Suite,Yes,No,10419
City East Motel,Queen Room,No,Yes,5753
Adina Apartment Hotel Melbourne Flinders Street,Premier One-Bedroom Apartment,No,Yes,12779
Footscray Motor Inn and Serviced Apartments,Executive Suite,Yes,No,7126
Airport Tourist Village Melbourne,Studio Unit,No,Yes,10345
Convenient City Apartment 2 Bedroom w Free Parking,Two-Bedroom Apartment,No,Yes,9501
Arden Motel,Double Room,Yes,No,8076
Highrise view 1king1Queen 2baths,Apartment,No,Yes,7390
Chapel street south yarra ????,One-Bedroom Apartment,No,Yes,7917
Melbourne Kew Central Apartments,Studio,No,Yes,6738
Vintage peaceful 2Bdr home in South Mel (TF1SM23),Two-Bedroom House,No,Yes,8028
Saint Domain,One-Bedroom Apartment,No,Yes,10504
Summer House Melbourne Backpackers,Triple Room with Private Bathroom,No,Yes,7126
Homely Urban Oasis,Two-Bedroom Apartment,No,Yes,10134
Premier Melbourne Central 2Bedrooms Apartment,Apartment,No,Yes,7231
CBD cityview 1Queen2single beds,Apartment,No,Yes,7812
"Leisure space, Tidy APT in MEL CBD(TF60318)",One-Bedroom Apartment,No,Yes,9928
Docklands Private Collection - NEWQUAY,"NewQuay Two-Bedroom, Two-Bathroom Apartment with Marina View",No,Yes,25274
Alexander Motor Inn,Standard Queen Room,Yes,No,8181
City Square Motel,Standard Double Room,Yes,No,6349
Knightsbridge Apartments,Studio Apartment King Bed,Yes,No,7126
Como Court Budget Accommodation,Private Double Room with Private Bathroom,Yes,No,6223
Shiny Urban Oasis,Two-Bedroom Apartment,No,Yes,8234
Davis Avenue Apartments,Studio Apartment,No,Yes,8392
Flinders Backpackers,Double Room with Private Bathroom,Yes,No,6334
The Royce,King Room,Yes,No,18843
Blessington St Studio Apartments,Studio Apartment,No,Yes,9237
Alto Hotel On Bourke,Small Queen Room,No,Yes,12615
Opposite the station/Free park/Excellent location,Two-Bedroom Apartment,No,Yes,9395
Quincy Hotel Melbourne,Family Room - Caledonian,No,Yes,22904
City SkyRise View 2BR Southern Cross,Two-Bedroom Apartment,No,Yes,10768
Veriu Collingwood,Veriu Suite,Yes,No,15571
Hawthorn Gardens Serviced Apartments,One-Bedroom Apartment,No,Yes,10293
Exclusive Stays - Freshwater Place,One-Bedroom Apartment,No,Yes,13935
Camberwell Vacation Apartment,Apartment with Balcony,No,Yes,10029
Spacious 2 Bdrs apt +free parking(TF250622),Two-Bedroom Apartment,No,Yes,11829
Urban CityScapes 2BR Apt on Bourke,Two-Bedroom Apartment,No,Yes,10166
Tribeca Serviced Apartments,Two-Bedroom Apartment,No,Yes,12140
Coppersmith Hotel,Deluxe Queen Room - Disability Access,No,Yes,12003
Hiigh Apartments,Executive Studio,No,Yes,10294
WRAP on Southbank,Studio Apartment,No,Yes,15782
Bell Motel,Standard Room,Yes,No,7390
PARKROYAL Melbourne Airport,Deluxe King Room,Yes,No,24544
Parkside Inn Motel,Budget Double Room,Yes,No,6862
Cozy family home close to city!,Three-Bedroom House,No,Yes,17862
City Edge East Melbourne Apartment Hotel,One-Bedroom Apartment - Gipps,No,Yes,7313
Nightcap at Excelsior Hotel,Queen Studio with Free Welcome Drink for Two Guests,No,Yes,9818
Quest Brighton on the Bay,Studio Apartment,No,Yes,10092
Corporate Living Accommodation Hawthorn,Studio,No,Yes,11612
Wonderful 2-bedroom unit with Pool(TF7262201),Two-Bedroom Apartment,No,Yes,9453
Nomads St Kilda - Base,Double Room with Private Bathroom,Yes,No,8094
The Glenferrie Hotel Hawthorn,King Room,Yes,No,12404
Parkville Place Serviced Apartments,Standard Double Room,Yes,No,6070
Sweet Home Apartment Melbourne CBD,Three-Bedroom Apartment,No,Yes,31729
St Kilda Townhouse - Stunning & Entire 3 BRM house,Three-Bedroom House,No,Yes,29030
Melbourne City Apartments Panoramic Skyview Penthouse,Penthouse Apartment,No,Yes,158294
Exclusive Stays - SouthbankONE,Deluxe Three-Bedroom Apartment,No,Yes,42374
Exclusive Stays - Southgate 28,Deluxe Three-Bedroom Two-Bathroom Apartment,No,Yes,35216
Exclusive Stays - Boulevard Penthouse,Deluxe Three-Bedroom Penthouse,No,Yes,42374
The Escape in Southern Cross Station,Two-Bedroom Apartment,No,Yes,12140
Exclusive Stays - Gallery Penthouse,Three-Bedroom Two-Bathroom Penthouse Apartment,No,Yes,97415
Exclusive Stays - Yarra Condos,Deluxe Two-Bedroom Two-Bathroom Apartment,No,Yes,20585
Exclusive Stays - Wrap,Deluxe Two-Bedroom Two-Bathroom Apartment,No,Yes,22169
Exclusive Stays - Southgate,Deluxe Three-Bedroom Two-Bathroom Apartment,No,Yes,42374
Exclusive Stays - SXY,Deluxe Two-Bedroom Apartment,No,Yes,17418
Exclusive Stays - Gallery Tower,Deluxe Two-Bedroom Two-Bathroom Apartment,No,Yes,22169
Exclusive Stays - Sentinel,Deluxe Three-Bedroom Two Bathroom Apartment,No,Yes,30466
IMSA Group,Two-Bedroom Apartment,No,Yes,18210
Melbourne Holiday Apartments Flinders Wharf,Deluxe One-Bedroom River View Apartment with Balcony ,No,Yes,18685
Quest Southbank,Two-Bedroom Apartment with Two Bathrooms,No,Yes,26338
Fantastic Urban Oasis,Apartment,No,Yes,10715
1BR APT Albert Lake& Crown& DFO& MEC,One-Bedroom Apartment,No,Yes,18764
Spacious beautiful apartment in Melbourne CBD for four people,Two-Bedroom Apartment,No,Yes,7627
Southbank 2bedrooms apartment opposite casino,Two-Bedroom Apartment,No,Yes,8508
Mantra on Russell,Studio Apartment,No,Yes,14726
Guest ensuite 7 minutes from airport,Double Room,Yes,No,8076
Plum Serviced Apartments North Melbourne,One-Bedroom Apartment,No,Yes,7830
East Brunswick Hotel,Standard Studio,Yes,No,12773
Elizabethan Lodge,Standard Suite,Yes,No,7390
Pathfinder Motel,Budget Room,No,Yes,6756
Lanbruk Richmond Hill,Studio Apartment,No,Yes,10504
Crest on Barkly Hotel,Standard Queen Room,Yes,No,7495
Contemporary abode with ultra convenience,Two-Bedroom Apartment,No,Yes,11520
Shiny Urban Oasis (2BR1B+Wifi+View+WWS nearby),Two-Bedroom Apartment,No,Yes,9501
Brand new 1bd Lvl 47 CBD Tower One,One-Bedroom Apartment,No,Yes,8982
Punthill Apartment Hotel - Little Bourke,Studio Apartment,No,Yes,9976
Free Parking Brand New 2BR Waterfront Docklands Awesome View,Two-Bedroom Apartment,No,Yes,13489
"Luxury Apartment w/ Facilities, Views & Parking",One-Bedroom Apartment,No,Yes,12668
"Lovely& Cozy Apt @CBD Level 35, Mins to Central",Two-Bedroom Apartment,No,Yes,13301
Renovated Home - city side of Richmond + back yard chill-out area. Walk to the G,Two-Bedroom House,No,Yes,13196
Quest Bundoora,Studio,No,Yes,13143
Readyset Apartments at Midtown,Two-Bedroom Apartment,No,Yes,10081
Yarra vista stays,One-Bedroom Apartment,No,Yes,8883
Elizabeth Hostel,Budget Twin Room with Shared Bathroom,Yes,No,5278
Feel Connected - St Kilda and Balaclava,Two-Bedroom Apartment,No,Yes,13539
Beautiful apartment in South Yarra,Two-Bedroom Apartment,No,Yes,11612
Lumina Suites,One-Bedroom Apartment,No,Yes,14983
Adorabe 1-Bedroom guesthouse with free parking on premises,Small Double Room,Yes,No,11912
The Interlude,The Interlude Suite,Yes,No,33205
Lifestyle 3 Bedrooms Townhouse In Port Melbourne,Three-Bedroom Villa,No,Yes,28407
Relaxing Urban Oasis,Two-Bedroom Apartment,No,Yes,8234
Beachfront Apartment,Apartment - Ground Floor,No,Yes,7653
Cosy 1-Bed Ground Level Apt. Free Street Parking!,One-Bedroom Apartment,No,Yes,14156
ACD Apartments,Executive One-Bedroom Apartment,No,Yes,11032
Spectacular Views and Stylish Design - Your Perfect Melbourne Stay,Two-Bedroom Apartment,No,Yes,9976
Contemporary Southbank Living,Apartment,No,Yes,7284
Contemporary 1B1B Condo in CBD,Apartment,No,Yes,7917
City Edge on Elizabeth Apartment Hotel,One-Bedroom Apartment,No,Yes,9084
Melbourne CBD Central Apartment Hotel,Standard One-Bedroom Apartment,Yes,No,9506
Punthill Ivanhoe,One Bedroom Apartment,No,Yes,12615
Selina St Kilda Melbourne,Double Room with Shared Bathroom,Yes,No,8128
Highrise best location 2baths,Two-Bedroom Apartment,No,Yes,7390
Brunswick Park Pad,Two-Bedroom Apartment,No,Yes,15391
2B house with private entry free parking 4mins to Airport,Two-Bedroom Apartment,No,Yes,21060
Queen Victoria Hostel,Double Room,Yes,No,6268
Cozy One Bed APT in the heart of CBD(TF30318?,One-Bedroom Apartment,No,Yes,7743
Luxury St Kilda Townhouse in the Sky,Two-Bedroom Apartment,No,Yes,21060
Cozy beachside flat in Hampton,One-Bedroom Apartment,No,Yes,11586
Collins central 2-bd apartment with pre-reserve parking,Two-Bedroom Apartment,No,Yes,5438
A Majestic Victorian Private Rear Access Quarters,Double Room with Private Bathroom,Yes,No,9263
KOZYGURU MELBOURNE CITY EQ TOWER 1 BEDROOM APT WITH CITY SKYLINE VIEW- VME127,One-Bedroom Apartment,No,Yes,9422
Hotel No,AIRSTREAM - Deluxe Queen Room,No,Yes,15782
Dreamy Nature Apt in Free Tram Zone with Garden Views & Free Parking,One-Bedroom Apartment,No,Yes,14943
Carlton Stunning View Apartment with Free Parking -2,Two-Bedroom Apartment,No,Yes,15201
Alexander Lombard Tower Collection,Two-Bedroom Apartment,No,Yes,5855
2BEDS Melbourne Central|Crown Casino|Colin|S Cross,Apartment,No,Yes,7795
Stunning 2-Bed Apartment with Panoramic CBD Views,Two-Bedroom Apartment,No,Yes,11665
Exclusive Stays - Southbank Tower,Three-Bedroom Apartment,No,Yes,30466
Luxurious Penthouse Oasis with Spa,Two-Bedroom Apartment,No,Yes,22432
Royal Derby Hotel,Double Room with Shared Bathroom,Yes,No,6268
Evancourt Motel Malvern East,Budget Twin Room,Yes,No,8920
Homely Apartment with City Views,Apartment,No,Yes,5700
Good memories A,Double Room,Yes,No,5014
Homely Getaways at 429 Spencer,Apartment with Balcony,No,Yes,8313
Milano Serviced Apartments,Special Offer - Executive Two-Bedroom Apartment,No,Yes,11879
Riverside Apartments Melbourne (formerly Best Western Riverside Apartments),Two Bedroom Deluxe Apartment City View - Riverside Tower,No,Yes,10546
Luxurious 2 Bed Apartment with Captivating View,Two-Bedroom Apartment,No,Yes,13090
"Artists Loft, Pied a ‘Terre",One-Bedroom Apartment,No,Yes,6656
Elegant 3 brsAPT with 2 small car space (TF750722),Three-Bedroom Apartment,No,Yes,23705
151 Hoddle Budget Private Rooms,Double Room with Shared Bathroom,Yes,No,4750
Calming Urban Oasis,Two-Bedroom Apartment,No,Yes,7601
Studio 5 - Saint George Accommodation,One-Bedroom Apartment,No,Yes,6809
"InterContinental Melbourne The Rialto, an IHG Hotel",Junior King Suite,Yes,No,44812
Reservoir ??,Single Room with Shared Bathroom,No,Yes,3637
Shadow Play by Peppers,Two-Bedroom Apartment,No,Yes,25811
Lovely 2 Bed apartment in Melbourne CBD(TF480122),Two-Bedroom Apartment,No,Yes,15154
Exclusive 2 bed pad with views,Two-Bedroom Apartment,No,Yes,12541
Wyndham Hotel Melbourne,One-Bedroom Apartment,No,Yes,13489
Elevated City Living on A Beckett St,Apartment,No,Yes,7865
Poets Retreat,Two-Bedroom Apartment,No,Yes,9026
????????????????A Large room with Japanese bed,Double Room with Extra Bed,Yes,No,3101
H & D Apartments,Luxury Queen Studio,No,Yes,6017
Lovely 1 Bed Apt+One Free Parking (TF30523),One-Bedroom Apartment,No,Yes,8503
MY80 Apartment located in the inner of Melbourne CBD,Apartment with Balcony,No,Yes,9026
Stylish Urban Oasis,Two-Bedroom Apartment,No,Yes,10029
Astonishing Southbank Pearl Tower Residences near Crown Casino,Two-Bedroom Apartment,No,Yes,13288
"Oceanview unit w/Free parking, pool, sauna, gym",One-Bedroom Apartment,No,Yes,13196
Readyset Apartments at Manhattan,Two-Bedroom Apartment,No,Yes,10029
Stylish 2Bed Apt in Central CBD (TF41052201),Two-Bedroom Apartment,No,Yes,11353
"Modern, Quiet 1 Bed Apt on Fitzroy St, Opposite Albert Park",One-Bedroom Apartment,No,Yes,11612
The Hamptons Apartments - Port Melbourne,One-Bedroom Apartment,No,Yes,15782
Melbourne CBD Empire Apartment,Superior Apartment,No,Yes,15043
MelbCBD Central 1BR1BTH GymPool NYE Fireworks view,One-Bedroom Apartment,No,Yes,12731
