Hotel Name,freewifi,familyrooms,nonsmokingrooms,restaurant,bar,heating,lift,Cuisine1,Cuisine2,Cuisine3
Santa Grand Signature Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,N/A
Mars Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Full English/Irish
Millerz Square by Five Senses,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,Continental
Novotel Kuala Lumpur City Centre,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
DoubleTree By Hilton Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
sky suite klcc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Easy Hotel KL Sentral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Full English/Irish
Xpeed Holiday Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Continental
Arte by Thomas Chan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Vegan
Axon Apartment Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,Continental
Expressionz Suites by V&C,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Chill Suites Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Full English/Irish
NU Hotel @ KL Sentral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental
Perdana Kuala Lumpur City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
Sleeping Lion Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
The RuMa Hotel and Residences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,N/A
J Dupion Residence by Greater Stay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,American
Soho Suites KLCC @ Grand Suites KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
WP Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,N/A
Hilton Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
Kingston Hotel - Jalan Tuanku Abdul Rahman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental
U Pac Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
"Hotel Stripes Kuala Lumpur, Autograph Collection",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,Continental
VE Hotel & Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
citizenM Kuala Lumpur Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Full English/Irish
LA ISRA at KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
De Luna Hotel Sri Petaling,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Meliá Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegan,Continental
Akar Hotel Jalan TAR,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
St Giles Boulevard,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,Full English/Irish
"The Ritz-Carlton, Kuala Lumpur",Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Continental
Worldview Grand Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Vegan
Dingdong Homes Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Hotel Westree KL Sentral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
Arenaa Star Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,American
The Grand Campbell Hotel Kuala Lumpur,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Platinum KLCC by SS Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Scarletz KLCC Apartments by soulasia,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,Full English/Irish
MoMo's Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
BIG M Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Euro Life Hotel @ KL Sentral,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Continental
Alila Bangsar Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,N/A,N/A
Cardogan Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegan,Full English/Irish
MOONWAY SUITES At EATON KLCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
EATON Residences by WSD,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Vegan
"UNA Serviced Apartment, Sunway Velocity KL",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
"Datum Jelatek Sky Residence, Five Senses",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
WSD Times 8 Luxury Hotels & Residences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
"Tribeca Serviced Suites, Canopy Lives",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
The Faced Platinum klcc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Vegan
Summer suites klcc by Star Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
ViiA Residences by Five Senses,Yes,Yes,Yes,Yes,Yes,Yes,No,Local,Full English/Irish,N/A
UNA Sunway Velocity Kuala Lumpur by Unimax,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,American
Star at KLCC,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,N/A
The Maple Suite,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Metrostar Hotel Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Vegan,Asian,Full English/Irish
A&R Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Hotel Venice,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Chambers Residence KL by Roam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
Hotel Sunjoy9 @ Mid Valley,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Ceylonz KLCC by Mana-Mana,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegan,Full English/Irish
Summer Suites By Saad Homes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Societe Suite Hartamas,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Vegan
Avaria Hotel KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
PARKROYAL Serviced Suites Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Stay with Bintang,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Full English/Irish,Full English/Irish
Oasia Suites Kuala Lumpur by Far East Hospitality,Yes,Yes,Yes,Yes,No,Yes,Yes,Continental,Vegetarian,Continental
"Traders Hotel, Kuala Lumpur",Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,Vegan
Hotel Maya Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
D'Garden Hotel Kuala Lumpur,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,N/A
B Lot Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,American
SPOT ON 90850 Ehsan Travels Home,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,N/A
Verdant Hill Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
SCC Velodrome KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,Full English/Irish
Seri Pacific Hotel Kuala Lumpur,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Continental
VHOTEL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Regalia Upper View Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Continental
H Boutique Hotel Sri Petaling,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,N/A
Pullman Kuala Lumpur City Centre Hotel & Residences,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegan,Full English/Irish
Ceylonz KLCC by Gsuites,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Continental,Continental
Impiana KLCC Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Vegan
Hotel Six Seasons @ Mid Valley,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,Continental
Avenue Serviced Suite KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
SCC Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Full English/Irish
Akar Hotel Kampung Baru,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
Sunway Putra Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Vegan
Opus Bukit Bintang,No,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
Crystal Crown Hotel Kuala Lumpur,No,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Domitys Bangsar Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,American
Expressionz Professional Suites by Autumn Suites Premium Stay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
The Ooak Suites Kiara 163 by Five Senses,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Swing & Pillows - KL Cheras Maluri 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,Full English/Irish
Amari Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Continental
City Comfort Hotel Kuala Lumpur City Center (Bukit Bintang),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
InnB Park Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
"Berjaya Times Square Hotel, Kuala Lumpur",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Pan Pacific Serviced Suites Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
"Tribeca Residences, Five Senses",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
Sunway Pyramid Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,N/A
Dorsett Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,N/A
M Design Hotel @ Taman Pertama,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
The Colony Infinitum Suites KLCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
Sun Inns Hotel Batu Caves,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,N/A
Hotel S Damansara,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Ameican,N/A
Prime Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Continental,Full English/Irish
Taragon Residences,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,Continental
Gold3 Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Suwara Hotel Kepong KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,Continental
Ramada Suites by Wyndham Kuala Lumpur City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
Melange Boutique Hotel Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,Full English/Irish
D Loft Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Continental
Hotel 99 Kuala Lumpur City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Vegan
Space Hotel @ Chinatown Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
Metro Hotel Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,N/A
Katel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,N/A
Sky Hotel @ Pudu,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
Hotel Summer View,Yes,Yes,Yes,Yes,No,Yes,Yes,American,Asian,N/A
Summer Suites Klcc Holiday Homes,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Vegetarian,Full English/Irish
Platinum Suites KLCC by Luxurinn Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
T-hotel Mont Kiara,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
UTM Hotel & Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Asia Like Boutique Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Shangri-La Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
"Capri by Fraser, Bukit Bintang",Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,Continental
Sunway Velocity Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Vegan
Concorde Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Continental
Hotel Grand Continental Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,N/A
EQ Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Asian,American
Sunway Resort Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Hotel Sentral KL @ KL Sentral Station,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Hotel Aman Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
M Design Hotel @ Pandan Indah,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Adya Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegan,N/A
"The Colony & Luxe, KLCC by Five Senses",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
"Mandarin Oriental, Kuala Lumpur",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Asian,N/A
"Hyatt House Kuala Lumpur, Mont Kiara",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Vegetarian,Full English/Irish
Alia Premier KLCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
Safari Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,Vegan
Hotel Raja Bot,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegetarian,Continental
Raissa Boutique Hotel,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Ameican,N/A
Springz Hotel-Bukit Jalil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
"Sunway Lagoon Hotel , formerly Sunway Clio Hotel",Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,Continental
Hotel 1000 Miles,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,Vegan
The Quay Hotel Bukit Bintang,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,Continental
Platinum KLCC Suites By Fusion,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
OYO 89576 Mokka Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American
Zecon Hotel HPKK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,N/A
Hotel VGO,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Axon Serviced Suites Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Full English/Irish,Full English/Irish
masroom Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
Urban Living Residence,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegan,N/A
Arte Mont Kiara,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
de King Boutique Hotel KLCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
"Leo Palace New Wing, WTC Kuala Lumpur",Yes,Yes,Yes,Yes,No,Yes,Yes,International,Vegetarian,Full English/Irish
Ceylonz KLCC by Perfect Host,Yes,Yes,Yes,No,No,Yes,Yes,N/A,N/A,Continental
Dolphin The Eaton KLCC Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Full English/Irish,Vegan
Tribeca Serviced Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Continental
Smile Hotel Cheras Sri Permaisuri,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,N/A
Vortex KLCC Suites by Homestay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Full English/Irish
Citin Hotel Masjid Jamek by Compass Hospitality,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Continental
OYO 90780 J Hotel Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
Flora by Crossroads Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,Continental
Societe Suites by Lyfehaus,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Anggun Suites KLCC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,American
Hotel New Winner,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,N/A
Dorsett Hartamas Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,N/A
WOLO Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
V Garden Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Arte Mont Kiara by Autumn Suites Premium Stay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,N/A
Expressionz Suites KL by Perfect Host,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Scarletz Suites KLCC by De Harlequins Guesthouse,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Asian,N/A
33 Star Hotel by The Awinka Group Of Management,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,Full English/Irish
Swiss Cottage Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,Continental,Continental
RS Suites In Bukit Bintang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,N/A,Vegan
Hotel Royal Signature,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Vegetarian,Continental
THE FACE Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,N/A
ESQ Shamelin Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
De Elements Business Hotel KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,Continental
Chaos Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
ANSA Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Ameican,Continental
Vivids Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Sani Hotel & Travel Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Asian,American
THE FACE Style,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,N/A
OYO 552 Hotel Kl Centre Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
188 suites klcc by Signature Apartment,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Full English/Irish,Full English/Irish
Sk Services Suite At Times Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Hotel Caliber,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Vegan,N/A
Pacific Express Hotel Central Market Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Frenz Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Asian,N/A
Izumi Hotel Bukit Bintang Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish
Dongfang Motel,No,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Continental
Grand Millennium Kuala Lumpur,No,No,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,Vegan
i-Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Vegetarian,Continental
Scarletz Suites KLCC by Mykey Global,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Ameican,N/A
NO.8 Times Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Full English/Irish
Stay @ NOVO Ampang,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Lucentia Residences BBCC at Lalaport Kuala Lumpur by Veedu Hauz,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Vegan
PLATINUM Dream Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Ameican,Continental
Bukit Bintang KLCC Binjai 8 Premium Soho Apartment by Sarah's Lodge,Yes,Yes,Yes,Yes,Yes,No,Yes,Vegan,Continental,N/A
JOSEPH KUALA LUMPUR @ ROBERTSON RESIDENCE,Yes,Yes,Yes,No,Yes,Yes,Yes,N/A,N/A,American
8 Kia Peng Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Full English/Irish,N/A
DUTA HOTEL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,N/A
Vortex Suites at KLCC Area,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Robertson PanoramaKL Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
Zetter Suite Arte Mont Kiara,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegan,N/A
Ceylonz Seasonal Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Continental,Continental
Imperial Regency Suites & Hotel Petaling Jaya,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Asian,N/A
Vio Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Vegetarian,Full English/Irish
Suasana Suites Bukit Ceylon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,Continental
M Design Hotel @ Shamelin Perkasa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Full English/Irish,Vegan
Hotel Pudu Plaza Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,Continental
Lanson Place Bukit Ceylon,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,Ameican,N/A
Wedgewood Residences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Full English/Irish
Damas Suites & Residences Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
The Pearl Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,Vegan
Renaissance Kuala Lumpur Hotel & Convention Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Ameican,Continental
Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
Hotel Sentral Pudu @ City Centre / Bukit Bintang,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Asian,American
The Signature Hotel & Serviced Suites Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Full English/Irish,N/A
Raintree Hotel,Yes,Yes,Yes,Yes,No,Yes,Yes,Local,Continental,N/A
"Four Points by Sheraton Kuala Lumpur, Chinatown",Yes,Yes,Yes,Yes,Yes,No,Yes,American,Full English/Irish,Full English/Irish
Pavilion Hotel Kuala Lumpur Managed by Banyan Tree,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Continental,Continental
MPalace Hotel KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Vegan,N/A,N/A
Vortex Premium Suites KLCC by SCHIEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
"Signature Hotel China Town, Puduraya",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Hotel Mezzo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Vegetarian,N/A
Bitz Bintang Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
The 5 Elements Hotel Chinatown Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,International,Full English/Irish,N/A
REGALPARK Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Vegetarian,N/A
Una Serviced Apartment KL by Roam,Yes,Yes,Yes,Yes,No,Yes,Yes,Asian,Ameican,Full English/Irish
Element Kuala Lumpur,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,Continental,N/A
Seeds Hotel Chow Kit,Yes,Yes,Yes,Yes,No,Yes,Yes,Full English/Irish,N/A,N/A
Smile Hotel KL Pekeliling Sentul,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,N/A,N/A
Fumah Hotel Kepong,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Continental,Ameican,Full English/Irish
Aurora Pavilion Bukit Jalil by Ody Suites,Yes,Yes,Yes,Yes,Yes,Yes,Yes,American,Continental,Continental
IDEAS Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Asian,N/A,N/A
Trion Premium Suites @ KL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Continental
Super OYO 251 Intime Hotel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Continental,N/A
ACES Hotel Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Local,Full English/Irish,Full English/Irish
Alia KL City Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Full English/Irish,Continental,Continental
